27,
32,
8,
15,
8,
26,
3,5,3,6,3,7,3,8,
4,8,
5,1,5,2,5,3,5,4,
10,5,10,6,
11,4,11,7,
12,1,12,3,
13,2,13,3,13,4,13,5,13,8,
14,1,14,2,14,3,14,4,14,5,14,6,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,84,105,105,105,105,105,84,105,105,105,105,105,84,105,105,105,105,105,105,105,84,105,105,105,94,0,0,
0,0,0,0,91,84,108,111,112,113,112,84,111,112,113,113,112,84,114,111,112,113,112,111,111,84,113,113,84,91,0,0,
0,0,0,0,91,84,25,25,25,25,25,84,25,25,25,25,25,84,25,25,25,25,25,25,25,84,30,31,84,94,0,0,
0,0,0,0,94,84,25,25,25,25,25,84,25,25,25,25,25,84,25,25,25,25,25,25,25,84,42,43,84,94,0,0,
0,0,0,0,91,84,25,25,25,25,25,84,25,25,84,25,25,84,25,25,84,25,25,105,105,84,25,25,84,94,0,0,
0,0,0,0,0,84,105,105,105,25,25,84,25,25,84,25,25,84,25,25,84,25,25,111,113,84,25,25,84,94,0,0,
0,0,0,0,94,84,111,112,113,25,25,84,25,25,84,25,25,84,25,25,84,25,25,25,25,84,25,25,84,91,0,0,
0,0,0,0,91,84,25,25,25,25,25,84,25,25,105,105,105,105,25,25,84,25,25,25,25,84,25,25,84,94,0,0,
0,0,0,0,94,84,25,25,25,25,25,105,25,25,113,113,113,112,25,25,84,25,25,105,105,84,25,25,84,94,0,0,
0,0,0,0,94,84,25,25,25,25,25,112,25,25,25,25,25,25,25,25,84,25,25,112,113,84,25,25,84,94,0,0,
0,0,0,0,91,84,25,25,84,25,25,25,25,25,25,25,25,25,25,25,84,25,25,25,25,84,25,25,84,94,0,0,
0,0,0,0,91,84,25,25,84,25,25,25,25,25,25,25,25,25,25,25,84,25,25,25,25,84,25,25,84,91,0,0,
0,0,0,0,91,84,25,25,84,25,25,25,25,25,84,105,105,105,105,105,105,25,25,105,105,105,25,25,84,94,0,0,
0,0,0,0,91,84,25,25,84,105,105,105,25,25,84,113,113,113,112,113,113,25,25,112,113,112,25,25,84,94,0,0,
0,0,0,0,91,84,25,25,84,111,112,113,25,25,84,25,25,25,25,25,25,25,25,25,25,25,25,25,84,94,0,0,
0,0,0,0,91,84,25,25,84,25,25,25,25,25,84,25,25,25,25,25,25,25,25,25,25,25,25,25,84,94,0,0,
0,0,0,0,94,84,25,25,84,25,25,25,25,25,84,25,25,25,25,25,25,25,25,25,25,25,25,25,84,91,0,0,
0,0,0,0,94,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,94,0,0,
0,0,0,0,94,111,112,111,111,112,112,113,112,111,111,112,113,112,113,113,112,111,108,112,113,113,112,111,111,94,0,0,
0,0,0,0,94,106,106,106,106,107,106,106,106,106,106,106,106,107,107,107,106,106,106,107,106,106,106,106,107,91,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
